ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
081254949X	Ladylord	Sasha Miller	NODESCRIPTION	Protected DAISY|In library	https://covers.openlibrary.org/b/id/2647827-M.jpg	1997	Tor Books (Mm)
8420636282	El principito	Antoine de Saint-Exupéry	NODESCRIPTION	Fantasy|Juvenile fiction|In library|Accessible book|Protected DAISY|Alegorías|Cuentos de hadas|Princes|Readers|Spanish language|Fairy tales|Friendship	NOIMAGE	2002	Distribooks
2253041939	Léon, l'Africain	Amin Maalouf	NODESCRIPTION	Discoveries in geography|Discovery and exploration|Explorers|Fiction	NOIMAGE	1987	LGF
2020326450	Textes de scène	Pierre Desproges	NODESCRIPTION	Protected DAISY|In library	https://covers.openlibrary.org/b/id/2134594-M.jpg	1997	Seuil
1894770099	Strike the wok	Lien Chao	NODESCRIPTION	NOGENRE	NOIMAGE	2003	Tsar Publications
1568652895	Homecoming	Fern Michaels|Janet Dailey|Sharon Sala|Deborah Bedford	The morning breeze rustled through the autumn-yellow leaves of the aspen.	NOGENRE	NOIMAGE	1997	Doubleday Books
1550130684	The lighthearted cookbook	Anne Lindsay	NODESCRIPTION	NOGENRE	NOIMAGE	1988	H B Fenn &amp; Co
067940712X	One true thing	Anna Quindlen	I remember that the last completely normal day we ever had in our lives, my brothers and I, was an ordinary day much like this one, a muggy August-into-September weekday, the sky low and gray over Langhorne, clouds as flat as an old comforter hanging between the two slight ridges that edged the town.	Accessible book|Domestic fiction|Euthanasia|Fiction|Legal stories|Modern Literature|Mother-Child Relations|Mothers and daughters|Protected DAISY|Women prisoners|In library	https://covers.openlibrary.org/b/id/3878913-M.jpg	1994	Random House Inc
1896300421	Dispatches from a Borderless World	Satya Das	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5547020-M.jpg	1999	NeWest Press
188259312X	Patty Jane's House of Curl	Lorna Landvik	PATTY JANE DOBBIN'S wedding dress was shell pink and of such a high-quality rayon that in the right light it looked like satin.	Fiction|Community life|Beauty shops|Sisters|Women|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/3807244-M.jpg	1995	Bridge Works Publishing Company
038081093X	Excavation	James Rollins	NODESCRIPTION	Science fiction|Excavations (Archaeology)|Fiction|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/6978932-M.jpg	2000	HarperTorch
2910188132	L' effet pervers	Michel Collin	NODESCRIPTION	Social conditions|Social institutions|Politics and government|Democracy	https://covers.openlibrary.org/b/id/994194-M.jpg	1994	Diffusion Hachette
8483100959	Una Mujer Dificil /A Widow for One Year	John Irving	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Tusquets
8479019395	Amarse Con Los Ojos Abiertos/to Love With Eyes Wide Open (Integral)	Jorge Bucay	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4913828-M.jpg	2003	Alfaguara/Santillana USA
8433966324	Sostiene Pereira	Antonio Tabucchi	NODESCRIPTION	Fiction|History	https://covers.openlibrary.org/b/id/1047275-M.jpg	1999	Anagrama
342312203X	Der ehrliche Lügner. Roman von tausendundeiner Lüge.	Rafik Schami	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1003076-M.jpg	1996	Dtv
3257211945	Das Hotel New Hampshire	John Irving	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/998785-M.jpg	1998	Diogenes Verlag AG
3499156717	PanAroma. Jitterbug Perfume.	Tom Robbins	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1014001-M.jpg	1985	Rowohlt Tb.
3442448387	Der Gott Der Kleinen Dinge	Arundhati Roy	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2204738-M.jpg	0	Wilhelm Goldmann Verlag GmbH
3257231008	Vendetta	Donna Leon	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Diogenes Verlag
067187876X	Armageddon	David Drake	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/409631-M.jpg	1998	Baen
044166251X	Phule's company.	Robert Asprin	Some have commented that the executive mind tends to expand work to fill, or overfill, available time.|Some have commented that the executive mind tends to expand work to fill, or overfill, available time.	Protected DAISY	NOIMAGE	1990	Ace Books
1853260010	Wuthering Heights	Emily Brontë	NODESCRIPTION	Accessible book|Classic Literature|Country life|Country life in fiction|England in fiction|English language|Examinations|Fiction|Fiction in English|Foundlings|Foundlings in fiction|Heathcliff (Fictitious character)|Landscape in literature|Landscape in literature in fiction|Love|Love in fiction|Man-woman relationships|Man-woman relationships in fiction|Orphans|Orphans in fiction|OverDrive|Readers|Readers (Adult)|Reading books|Rejection (Psychology)|Revenge|Revenge in fiction|Rural families|Rural families in fiction|Slavery|Slavery in fiction|Social life and customs|Study and teaching|Study guides|Triangles (Interpersonal relations)|Vietnamese language books|Protected DAISY|In library|Tragedy in fiction|Romantic fiction|Large type books|SAT (Educational test)|Vocabulary|Popular Print Disabled Books	NOIMAGE	1997	NTC/Contemporary Publishing Company
1853260002	Pride & Prejudice (Wordsworth Classics) (Wordsworth Classics)	Jane Austen	NODESCRIPTION	Accessible Book|In Library|Protected DAISY|Popular Print Disabled Books|Ship captains|Motherless families|Rejection (Psychology)|Fiction|Books and reading|Appreciation|Young women|Horror tales|Sisters|Courtship|Social classes|Adoptees|Children of the rich|Uncles|Cousins|Country homes|Fathers and daughters|Female friendship|Families|Mate selection|Social life and customs|English Love stories	https://covers.openlibrary.org/b/id/901974-M.jpg	1997	NTC/Contemporary Publishing Company
1853260614	Dr. Jekyll & Mr. Hyde (Wordsworth Classics) (Wordsworth Classics)	Robert Louis Stevenson	NODESCRIPTION	Accessible book|Classic Literature|Conduct of life|Conduct of life in fiction|England in fiction|Fiction|History and criticism|Horror|Horror fiction|Horror stories|Horror tales|Juvenile fiction|London (England)|Multiple personality|Multiple personality in fiction|Mystery and detective stories|OverDrive|Physicians|Physicians in fiction|Science Fiction & Fantasy|Scottish Horror tales|Self-experimentation in medicine|Self-experimentation in medicine in fiction|Social conditions|Supernatural|Supernatural in fiction|Protected DAISY|In library|English fiction	https://covers.openlibrary.org/b/id/902032-M.jpg	1997	NTC/Contemporary Publishing Company
1853260444	The moonstone	Wilkie Collins	NODESCRIPTION	Fiction|Jewelry theft|East Indians|Police|Drama|History|Detective and mystery stories|Readers|English fiction|Country homes|Diamonds|Young women|Juvenile literature|Upper class|Accessible book|OverDrive|Classic Literature|Protected DAISY|In library	NOIMAGE	1997	NTC/Contemporary Publishing Company
1853260770	The woman in white	Wilkie Collins	NODESCRIPTION	Fiction|Psychiatric hospital patients|Inheritance and succession|Country homes|Art teachers|Deception|Nobility|Social life and customs|Study and teaching (Secondary)|English Detective and mystery stories|Fraud|English language|Young women|Readers (Secondary)|Foreign speakers|England|Swindlers and swindling|Accessible book|OverDrive|Classic Literature|Protected DAISY|In library	NOIMAGE	1998	NTC/Contemporary Publishing Company
3442541425	Anderer Leute Dreck. Die gewissenhaften Aufzeichnungen einer Putzfrau.	Louise Rafkin	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1007165-M.jpg	2000	Goldmann
8501012076	Cem Anos De Solidao	Gabriel Garcia Marquez	NODESCRIPTION	NOGENRE	NOIMAGE	0	Distribooks Int'l+inc
067978148X	The rules of attraction	Bret Easton Ellis	NODESCRIPTION	Fiction|College students|Étudiants|Romans, nouvelles|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6771609-M.jpg	1998	Vintage Books USA
1551667479	The other twin	Katherine Stone	NODESCRIPTION	Fiction|Twins|Women physicians|Female friendship|Traffic accident victims|Mothers and daughters|Catastrophic illness|Oncologists|Large type books|Protected DAISY	https://covers.openlibrary.org/b/id/771521-M.jpg	2003	Mira
006000777X	The lies that bind	Edward DeAngelo	NODESCRIPTION	Accessible book|Protected DAISY|Paternity testing|Fiction|Fathers and sons|Divorced fathers	https://covers.openlibrary.org/b/id/6526005-M.jpg	2002	Perennial
1577330080	Compassion for all creatures	Janice E. M. Kolb	NODESCRIPTION	Christianity|Religious aspects of Animal welfare|Animals|Religious aspects of Animals|Animal welfare	https://covers.openlibrary.org/b/id/1932205-M.jpg	1997	Blue Dolphin Publishing
1570671222	Shopping Guide for Caring Consumers 2002	People for the Ethical Treatment of Anim	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5181312-M.jpg	2001	Peta Publications
080213338X	Try	Dennis Cooper	NODESCRIPTION	Abused children|Fiction|Teenage boys|Gay	NOIMAGE	1995	Grove Press
031230238X	Alexandra	Carolly Erickson	IN THE DARKENED BEDROOM OF THE NEW PALACE IN DARMSTADT, ALICE, Grand Duchess of Hesse, lay dying.	NOGENRE	https://covers.openlibrary.org/b/id/178921-M.jpg	2002	St. Martin's Griffin
155870275X	Cover letters that will get you the job you want	Stanley Wynett	NODESCRIPTION	Applications for positions|Job hunting|Cover letters	https://covers.openlibrary.org/b/id/784923-M.jpg	1993	Betterway Books
006019295X	Hello to the cannibals	Richard Bausch	TOWARD THE END of her junior year of college, her parents separated, and that summer, the hottest summer anyone could remember, she heard them discuss their dissolving marriage individually, to different people, in distressingly composed, matter-of-fact voices.	Fiction|Married women|Influence|Women dramatists|Young women|Adult child abuse victims|Playwriting|Protected DAISY	https://covers.openlibrary.org/b/id/22908-M.jpg	2002	HarperCollins Publishers
1401300065	Gasping for airtime	Jay Mohr	NODESCRIPTION	Biography & Autobiography|Nonfiction|OverDrive|Saturday night live (Television program)|Protected DAISY	https://covers.openlibrary.org/b/id/749624-M.jpg	2004	Hyperion
006056198X	Bleachy-haired honky bitch	Hollis Gillespie	NODESCRIPTION	Biography|Journalists|Protected DAISY	https://covers.openlibrary.org/b/id/29524-M.jpg	2004	Regan Books
1558008764	Slow Waltz in Cedar Bend	Robert James Waller	NODESCRIPTION	NOGENRE	NOIMAGE	1993	Audio Literature
1559273909	Anything Considered	Peter Mayle	NODESCRIPTION	Fiction|Truffles|British|Marketing|Humorous stories|Adventure stories|Protected DAISY	https://covers.openlibrary.org/b/id/1883123-M.jpg	1996	Audio Renaissance
039915079X	The Teeth of the Tiger	Tom Clancy	David Greengold had been born in that most American of communities, Brooklyn, but at his Bar Mitzvah, something important had changed in his life.	Accessible book|Children of presidents|Children of presidents in fiction|Drug traffic|Drug traffic in fiction|Fathers and sons|Fathers and sons in fiction|Fiction|Intelligence officers|Intelligence officers in fiction|Jack Ryan (Fictitious character)|OverDrive|Prevention|Protected DAISY|Terrorism|Terrorism in fiction|Large type books|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/259070-M.jpg	2003	G. P. Putnam's Sons
069452526X	Theory of Relativity, A  CD	Jacquelyn Mitchard	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1342216-M.jpg	2001	HarperAudio
089281859X	The Templars and the Assassins	James Wasserman	NODESCRIPTION	Assassins (Ismailites)|History|Military religious orders|Occultism|Religious aspects|Religious aspects of Occultism|Templars	https://covers.openlibrary.org/b/id/691538-M.jpg	2001	Destiny Books
075284332X	Bleeding hearts	Ian Rankin	NODESCRIPTION	Accessible book|Protected DAISY|Assassins|Fiction	https://covers.openlibrary.org/b/id/6475609-M.jpg	2004	Orion mass market paperback
9724115380	A hora de Sertório	João Aguiar	NODESCRIPTION	Fiction	NOIMAGE	1994	Edições ASA
058621089X	The Judas testament	Daniel Easterman	NODESCRIPTION	NOGENRE	NOIMAGE	1995	"Acacia Press, Inc."
4770016964	All about katakana	Anne Matsumoto Stewart	NODESCRIPTION	Japanese language|Textbooks for foreign speakers|Kana|English|Writing	https://covers.openlibrary.org/b/id/1043489-M.jpg	1993	Kodansha International (JPN)
031298328X	Full tilt	Janet Evanovich	NODESCRIPTION	Fiction|Jamie Swift (Fictitious character)|Max Holt (Fictitious character)|Millionaires|Newspaper publishing|Politicians|Silent partners|Women journalists|Protected DAISY|Popular Print Disabled Books|Detective and mystery stories|Suspense fiction|Women newspaper editors|Love stories	https://covers.openlibrary.org/b/id/185239-M.jpg	2003	St. Martin's Paperbacks
1556613105	The valiant gunman	Gilbert Morris	NODESCRIPTION	Fiction|Winslow family (Fictitious characters)|Ranch life|Protected DAISY	https://covers.openlibrary.org/b/id/778342-M.jpg	1993	Bethany House Publishers
068482440X	Beachcombing for a shipwrecked god	Joe Coomer	NODESCRIPTION	Archaeology|Fiction|Women archaeologists|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6620282-M.jpg	1997	Touchstone
156476706X	Airwaves	Sherrie Lord	NODESCRIPTION	Radio stations|Employees|Fiction	https://covers.openlibrary.org/b/id/1899358-M.jpg	1998	Chariot Victor Publishing
1556618662	The Shunning	Beverly Lewis	NODESCRIPTION	Amish|Fiction|Large type books|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/7089164-M.jpg	1997	Bethany House Publishers
187895105X	Huldah	Lois N. Erickson	NODESCRIPTION	NOGENRE	NOIMAGE	1991	Adventist Book Center New Jersey
1586420429	Kaddish in Dublin	Brady, John	NODESCRIPTION	Fiction|Jews|Journalists|Matt Minogue (Fictitious character)|Police|Terrorism|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/852617-M.jpg	2002	Steerforth Press
037570924X	An equal music	Vikram Seth	The branches are bare, the sky tonight a milky violet.	American loyalists|Biography|Chamber music groups|Fiction|Generals|History|Juvenile literature|Pianists|United States|United States. Continental Army|Violinists|Accessible book|Protected DAISY|In library|Popular Print Disabled Books	NOIMAGE	2000	Vintage Books USA
038078954X	Blood Money	Rochelle Majer Krich	NODESCRIPTION	California|Fiction|Holocaust survivors|Police|Policewomen|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/236218-M.jpg	2000	Avon Books
8429713948	L' anarquista nu	Lluís Fernàndez	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4409981-M.jpg	1978	Edicions 62
1557736022	Lesson in Murder	John Buxton Hilton	NODESCRIPTION	NOGENRE	NOIMAGE	1991	Diamond/Charter
044022392X	The keys to the street	Ruth Rendell	NODESCRIPTION	Bone marrow|Transplantation|Fiction|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/6986020-M.jpg	1997	Dell
1557735417	Holiday for murder	John Buxton Hilton	NODESCRIPTION	NOGENRE	NOIMAGE	1991	Diamond Books (NY)
1931166196	World Leaders Speak	HSA-UWC	NODESCRIPTION	NOGENRE	NOIMAGE	2003	HSA Publications
1887161120	A Soul's Journey	Jeanne Avery	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2089067-M.jpg	1996	Boru Books
8420634115	El señor de las moscas.	William Golding	NODESCRIPTION	NOGENRE	NOIMAGE	1972	Alianza
3423130180	Schwarzer Rücken der Zeit.	Julian Marias	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3189829-M.jpg	2002	Dtv
014029628X	Girl in hyacinth blue	Susan Vreeland	NODESCRIPTION	College teachers|Fiction|Literature|OverDrive|Accessible book|Protected DAISY|In library	NOIMAGE	2000	Penguin Books
3473581534	Jenseits des großen Meeres 01. Die Flucht. ( Junge Erwachsene).	Avi	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3211456-M.jpg	2001	Ravensburger Buchverlag
006019393X	If the gods had meant us to vote they would have given us candidates	Jim Hightower	NODESCRIPTION	American wit and humor|Election|Humor|Politics and government|Presidential candidates|Presidents|Protected DAISY	https://covers.openlibrary.org/b/id/23004-M.jpg	2000	HarperCollins Publishers
1568650426	Fisherman's Creek	Daphne Du Maurier	NODESCRIPTION	NOGENRE	NOIMAGE	2000	Doubleday Books
1571742859	Michael Landon's Legacy	Cheryl Landon	It is late at night, in May, 1973.	NOGENRE	https://covers.openlibrary.org/b/id/1917785-M.jpg	2001	Hampton Roads Publishing Company
3462030426	Ich bin's.	Alexa Hennig von Lange	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1011064-M.jpg	2001	Kiepenheuer &amp; Witsch
3596125723	Catch 22.	Joseph Heller	It was love at first sight.|It was love at first sight.	In library|Accessible book|Fiction in English|Fiction|Drama|World War, 1939-1945|Satire|Protected DAISY|War stories	https://covers.openlibrary.org/b/id/1022038-M.jpg	1994	"Fischer (Tb.), Frankfurt"
006097141X	That night	Alice McDermott	THAT NIGHT when he came to claim her, he stood on the short lawn before her house, his knees bent, his fists driven into his thighs, and bellowed her name with such passion that even the friends who surrounded him, who had come to support him, to drag her from the house, to murder her family if they had to, let the chains they carried go limp in their hands.	NOGENRE	NOIMAGE	1993	HarperCollins
325706277X	Handbuch des Kriegers des Lichts.	Paulo Coelho	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/998500-M.jpg	2001	Diogenes Verlag
044922046X	Catering to nobody.	Diane Mott Davidson	NODESCRIPTION	Fiction|Caterers and catering|Women in the food industry|Goldy Bear (Fictitious character)|Cookery|Cooking|Protected DAISY	NOIMAGE	1995	Fawcett Books
055357762X	The prisoner	Karyn Monk	NODESCRIPTION	Fiction|Prisoners|Social life and customs|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6601821-M.jpg	2001	Bantam
1573221597	Hunting with Hemingway	Hilary Hemingway	REMEMBERED the bright-purple Barnev tape player in my older daughter's bedroom, and went looking for it, determined to listen to the tape.	American Authors|Authors, American|Biography|Brothers|Family|Hunters|Hunting|Journalists|Knowledge	https://covers.openlibrary.org/b/id/824034-M.jpg	2000	Riverhead Books
3492229352	Das italienische Mädchen.	Iris Murdoch	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3215408-M.jpg	1999	Piper
8475060099	El momento del ave	Pancho Vives	NODESCRIPTION	NOGENRE	NOIMAGE	1980	Turner
8450504090	Galería en cuarentena	Agustín Villar Ledesma	NODESCRIPTION	NOGENRE	NOIMAGE	1984	"Consejería Educación y Cultura, Dirección General de Acción Cultural"
3423130148	Es geht seinen Gang oder Mühen in unserer Ebene.	Loest, Erich.	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2202941-M.jpg	2002	Dtv
8483102307	El trompetista del Utopía	Fernando Aramburu	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4320472-M.jpg	2003	Tusquets Editores
1565049489	The Immaculate	Mark Morris	NODESCRIPTION	NOGENRE	NOIMAGE	1996	White Wolf Pub
1888054069	Alphonse Mucha	Don Kurtz	The art nouveau movement burst upon the world in the mid-1890s and, by the beginning of World War I, was just as quickly fading.|The art nouveau movement burst upon the world in the mid-1890s and, by the beginning of World War I, was just as quickly fading.	NOGENRE	https://covers.openlibrary.org/b/id/935769-M.jpg	1997	Collectors Press
087542001X	Extra-terrestrials among us	George C. Andrews	NODESCRIPTION	Unidentified flying objects|Buitenaardse wezens|Ufo's|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/667030-M.jpg	1992	Llewellyn Pubns
019283097X	The master pipers	George Sand	NODESCRIPTION	Fiction|Country life|Protected DAISY|In library	https://covers.openlibrary.org/b/id/118912-M.jpg	1994	Oxford Univ Pr
5553531144	Human Dignity and Freedom-25.95	Universe Publishing Co	NODESCRIPTION	NOGENRE	NOIMAGE	0	First Glance Books
051511331X	November of the heart	LaVyrle Spencer	NODESCRIPTION	Fiction|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/7094003-M.jpg	1995	Jove Books
038080025X	All I Desire	Rosemary Rogers	Even though it was early April, Angela Lindsay shivered in a cold wind that blew icy air into her bedroom and banged the loose shutter in a loud clatter over her window.	Social life and customs|Fiction|History	https://covers.openlibrary.org/b/id/236713-M.jpg	1999	Avon
067151699X	The hidden life of dogs	Elizabeth Marshall Thomas	NODESCRIPTION	Dogs|Behavior|Psychology|Accessible book|Protected DAISY|In library	NOIMAGE	1995	Pocket
078601525X	No way back	Rick Mofina	NODESCRIPTION	Fiction|Hostages|Jewel thieves|Journalists|Married people|Revenge	NOIMAGE	2003	Pinnacle Books
067943612X	Recessional	James A. Michener	NODESCRIPTION	Fiction|Retirement communities|Older people|Domestic fiction|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/3877272-M.jpg	1994	Random House Inc
1551665557	Family way	Jayne Ann Krentz	NODESCRIPTION	Fiction|Unmarried couples|Pregnant women|Unmarried mothers|Accessible book|Protected DAISY|In library|Large type books	https://covers.openlibrary.org/b/id/6501066-M.jpg	1999	Mira
1551668610	Sarah'S Child	Linda Howard	NODESCRIPTION	OverDrive|Contemporary Romance|Fiction|Romance	https://covers.openlibrary.org/b/id/771613-M.jpg	2001	Mira
055337396X	The fine art of erotic talk	Bonnie Gabriel	NODESCRIPTION	Sex (Psychology)|Verbal behavior|Erotica|Sex	https://covers.openlibrary.org/b/id/369593-M.jpg	1996	Bantam
006104055X	A man to die for	Eileen Dreyer	NODESCRIPTION	Nurses|Fiction	NOIMAGE	1995	HarperTorch
067976268X	Anything considered	Peter Mayle	NODESCRIPTION	Marketing|Fiction|British|Truffles|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/6922001-M.jpg	1997	Vintage Books USA
055309999X	The main corpse	Diane Mott Davidson	NODESCRIPTION	Fiction|Caterers and catering|Women in the food industry|Goldy Bear (Fictitious character)|Cookery|Women detectives|Detective and mystery stories|Accessible book|Protected DAISY|In library|Cooking	https://covers.openlibrary.org/b/id/6600322-M.jpg	1996	Bantam Dell Pub Group
006000469X	Engaged to die	Carolyn G. Hart	NODESCRIPTION	Fiction|Women detectives|Max Darling (Fictitious character)|Annie Laurance Darling (Fictitious character)|Booksellers and bookselling|Detective and mystery stories|Protected DAISY|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/20319-M.jpg	2003	William Morrow
1930722109	Why America's Children Can't Think	Peter Kline	Now that I've written that statement, I invite you to read it with me.	Creative thinking in children|Cognition in children|Study and teaching|Critical thinking in children	https://covers.openlibrary.org/b/id/2119356-M.jpg	2002	Inner Ocean Publishing
055321330X	The awakening, and selected short stories	Kate Chopin	NODESCRIPTION	OverDrive|Classic Literature|Fiction|Social conditions|Self-actualization (Psychology)|Adultery|Women|Protected DAISY|In library	https://covers.openlibrary.org/b/id/7017004-M.jpg	1985	Bantam
006091341X	The Bridge of San Luis Rey	Thornton Wilder	NODESCRIPTION	Accident victims|Accidents|American fiction|Bridges|Fiction|History|Pulitzer Prize Winner|Russian language|Text|Translations into Spanish|award:pulitzer_prize=1928|award:pulitzer_prize=fiction|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/5411240-M.jpg	1986	Harpercollins
8425335272	Doble Juego	Ken Follett	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Grijalbo
1565540387	Strange true stories of Louisiana	Cable, George Washington, 1844-1925	NODESCRIPTION	Accessible book|American Historical fiction|American War stories|Fiction|History|Louisiana Civil War, 1861-1865|Slavery|Social life and customs|United States Civil War, 1861-1865	https://covers.openlibrary.org/b/id/803910-M.jpg	1994	Pelican Publishing Company
190085032X	The Twins	Tessa de Loo	NODESCRIPTION	NOGENRE	NOIMAGE	2000	Arcadia Books
2070725804	Comme un roman	Daniel Pennac	NODESCRIPTION	Books and reading|Fiction|Psychological aspects|Psychological aspects of Fiction|Youth	https://covers.openlibrary.org/b/id/969868-M.jpg	1992	Gallimard
1558747575	A little secret for dealing with teens	Jennie Hernandez Hanks	NODESCRIPTION	Adolescent psychology|Parent and teenager|Parenting|Protected DAISY	https://covers.openlibrary.org/b/id/785374-M.jpg	2000	Health Communications
034542705X	The man who listens to horses	Monty Roberts	It all dates from those summers alone in the high desert, me lying on my belly and watching wild horses with my binoculars for hours at a time.	Horses|Biography|Horse trainers|Training|Behavior|Human-animal communication|Horse whisperers|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6536384-M.jpg	1998	Ballantine Books
044020254X	The Empty House	Rosamunde Pilcher	It was three o'clock on a Monday afternoon in July, sunny and warm, the hay-scented air cooled by a sea breeze which blew in from the north.	Fiction|Single mothers|Widows|First loves|Accessible book|Protected DAISY|In library|Large type books|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/4628839-M.jpg	1995	Dell Publishing Company
055358619X	The bride hunt	Jane Feather	NODESCRIPTION	Attorney and client|Fiction|Marriage brokerage|Matrimonial advertisements|OverDrive|Personals|Politicians|Romance|Single women|Sisters	https://covers.openlibrary.org/b/id/373295-M.jpg	2004	Bantam
055357695X	Out of the shadows	Kay Hooper	NODESCRIPTION	Fiction|Government investigators|Serial murders|Sheriffs|Noah Bishop (Fictitious character)|Policewomen|OverDrive|Suspense|Large type books|Protected DAISY	https://covers.openlibrary.org/b/id/372671-M.jpg	2000	Bantam Books
074347628X	The twilight before Christmas	Christine Feehan	NODESCRIPTION	Fiction|Sisters|Occult fiction|Christmas stories|Protected DAISY	https://covers.openlibrary.org/b/id/478554-M.jpg	2003	Pocket Star
055357809X	Digger	Joseph Flynn	NODESCRIPTION	Fiction|Photographers|Tunnels|Veterans|Vietnam War, 1961-1975|Vietnamese Conflict, 1961-1975|Protected DAISY|In library	NOIMAGE	1998	Bantam Books
006101009X	Search the Shadows	Barbara Michaels	Nineteen sixty-five wasn't the worst of years in which to be born, but it certainly wasn't the best.	Accessible book|Protected DAISY|OverDrive|Fiction|Mystery|Orphans|In library|In library|Detective and mystery stories	https://covers.openlibrary.org/b/id/43193-M.jpg	1997	HarperCollins Publishers
848300268X	Dones	Simó, Isabel-Clara	NODESCRIPTION	NOGENRE	NOIMAGE	1997	Columna
8478883126	Al Final del Verano	Rosamunde Pilcher	NODESCRIPTION	NOGENRE	NOIMAGE	1997	Emece Editores
8408037404	El Arpista Ciego	Terenci Moix	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Planeta
2867448999	One man show	Nicolas Fargues	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/991372-M.jpg	2002	P.O.L.
1570624380	Flatland	Edwin Abbott Abbott	NODESCRIPTION	Fourth dimension|Imaginary places|Geometry|Mathematics|Fiction|Accessible book|OverDrive|Classic Literature|Science Fiction|Historical Fiction|Denkbeeldige landen|Meetkunde|Protected DAISY|In library|Large type books|Specimens|Film and video adaptations|Film adaptations	https://covers.openlibrary.org/b/id/817319-M.jpg	1999	Shambhala
048627084X	Sleeping Beauty and other fairy tales	Brothers Grimm	NODESCRIPTION	Fairy tales|Folklore	https://covers.openlibrary.org/b/id/311080-M.jpg	1992	Dover Publications
051718608X	Colorado	Carol M. Highsmith	NODESCRIPTION	Tours|Description and travel|Pictorial works|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/321148-M.jpg	1997	Crescent Books
155166545X	House On Olive Street	Robyn Carr	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/771350-M.jpg	1999	Mira
067942573X	Taltos	Anne Rice	NODESCRIPTION	Fiction|Witchcraft|Ficción|Witches|Occult fiction|Brujería|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/417825-M.jpg	1994	Alfred A. Knopf
078688939X	Dirty jokes and beer	Drew Carey	NODESCRIPTION	Comedians|Biography|Television actors and actresses|In library|Protected DAISY	https://covers.openlibrary.org/b/id/6489186-M.jpg	1998	Hyperion
1570431108	Eckankar	Todd Cramer	NODESCRIPTION	Accessible book|Protected DAISY|Doctrines|Eckankar (Organization)|In library	https://covers.openlibrary.org/b/id/6493708-M.jpg	1995	Eckankar
1878379992	Watching the wind	Susan Collin Marks	NODESCRIPTION	History|Politics and government|Race relations|Apartheid|Political violence|Political aspects|Conflict management	https://covers.openlibrary.org/b/id/924460-M.jpg	2000	United States Institute of Peace
081120457X	The captain's verses =	Pablo Neruda	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/597936-M.jpg	1972	New Directions Publishing Corporation
